timeStamp,stats_time,stats_total_cpu_usage,cpu_0,cpu_1,cpu_2,cpu_3,cpu_4,cpu_5,cpu_6,cpu_7,memory_usage,memory_cache,memory_limit,rx_bytes,rx_dropped,rx_errors,rx_packets,tx_bytes,tx_dropped,tx_errors,tx_packets
2019-08-31T10:12:46.349182657Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-08-31T10:12:47.29727234Z,942,461298039,8327660,42265501,8508775,34257313,113401958,44534298,4672176,205330358,21086208,0,268435456,1097,0,0,10,0,0,0,0
2019-08-31T10:12:48.325845131Z,1970,708460953,8327660,53315198,10024177,35922992,167197115,216083645,7572452,210017714,22810624,0,268435456,2050,0,0,15,0,0,0,0
2019-08-31T10:12:49.353149297Z,2998,980588766,8327660,53315198,10101371,41318754,167197115,482154014,8082495,210092159,24907776,0,268435456,2263,0,0,16,0,0,0,0
2019-08-31T10:12:50.379370035Z,4024,1242249077,8327660,53395645,10101371,42324673,167197115,512846676,237439616,210616321,26484736,0,268435456,2443,0,0,17,0,0,0,0
2019-08-31T10:12:51.408717258Z,5053,1496948823,8327660,53395645,10101371,49302017,167197115,512846676,484692688,211085651,29810688,0,268435456,2726,0,0,19,0,0,0,0
2019-08-31T10:12:52.44026757Z,6085,1756074199,8327660,53535158,10101371,49415192,167197115,512846676,743035805,211615222,29941760,0,268435456,2726,0,0,19,0,0,0,0
2019-08-31T10:12:53.46544563Z,7110,2022220518,8327660,53535158,10118782,49778703,167197115,512846676,1007088698,213327726,31985664,0,268435456,2726,0,0,19,0,0,0,0
2019-08-31T10:12:54.490986349Z,8135,2271886854,9545326,53535158,10118782,56020070,167425664,512846676,1248577640,213817538,41066496,0,268435456,2906,0,0,20,0,0,0,0
2019-08-31T10:12:55.518182386Z,9163,2520134891,9945646,53535158,10118782,56095612,167779825,512846676,1495995654,213817538,40968192,0,268435456,2906,0,0,20,0,0,0,0
2019-08-31T10:12:56.546850747Z,10191,2779064244,10245935,53827172,10118782,56182034,167779825,512919215,1754173743,213817538,40968192,0,268435456,2906,0,0,20,0,0,0,0
2019-08-31T10:12:57.568696429Z,11213,3050341896,10245935,54270464,10118782,56252482,167779825,512919215,2024937655,213817538,40980480,0,268435456,2906,0,0,20,0,0,0,0
2019-08-31T10:12:58.593274363Z,12238,3302660697,249980199,54753834,10164381,67280436,167779825,512919215,2025933160,213849647,49315840,0,268435456,2906,0,0,20,0,0,0,0
2019-08-31T10:12:59.622383862Z,13267,3554562764,501286947,55215998,10164381,67334413,167779825,512919215,2026012338,213849647,49315840,0,268435456,2976,0,0,21,0,0,0,0
2019-08-31T10:13:00.649811172Z,14294,3819764282,765678529,55813879,10164381,67380285,167779825,513007011,2026090725,213849647,49577984,0,268435456,2976,0,0,21,0,0,0,0
2019-08-31T10:13:01.672193314Z,15317,4081195628,1025675314,57068859,10164381,67380285,167779825,513109180,2026168137,213849647,50937856,0,268435456,2976,0,0,21,0,0,0,0
2019-08-31T10:13:02.697252214Z,16342,4329813406,1272479421,58603087,10173414,67380285,167779825,513155687,2026383071,213858616,53166080,0,268435456,3156,0,0,22,0,0,0,0
2019-08-31T10:13:03.720770436Z,17365,4577429730,1518129611,60209024,10173414,67380285,167779825,513290945,2026608010,213858616,55308288,0,268435456,3156,0,0,22,0,0,0,0
2019-08-31T10:13:04.750283977Z,18395,4838999189,1766244757,61639582,10173414,67380285,167779825,524970811,2026951899,213858616,72826880,0,268435456,3156,0,0,22,0,0,0,0
2019-08-31T10:13:05.772860498Z,19417,5099086224,2025566261,62035892,10173414,67380285,167779825,525042484,2027249447,213858616,72826880,0,268435456,3156,0,0,22,0,0,0,0
2019-08-31T10:13:06.795360808Z,20440,5349639182,2275459702,62373607,10173414,67380285,167779825,525115899,2027497834,213858616,72826880,0,268435456,3156,0,0,22,0,0,0,0
2019-08-31T10:13:07.826051451Z,21471,5597126929,2522153016,62969561,10183473,67380285,167779825,525191063,2027601952,213867754,72826880,0,268435456,3156,0,0,22,0,0,0,0
2019-08-31T10:13:08.849971711Z,22494,5861232308,2785478589,63312983,10326314,67380285,167779825,525238232,2027848326,213867754,72826880,0,268435456,3156,0,0,22,0,0,0,0
2019-08-31T10:13:09.872124299Z,23517,6121933109,3045650087,63312983,10603382,67380285,167779825,525305509,2028033284,213867754,72826880,0,268435456,3156,0,0,22,0,0,0,0
2019-08-31T10:13:10.897376391Z,24542,6371702156,3294656341,63810065,10734591,67380285,167779825,525305509,2028167786,213867754,72826880,0,268435456,3156,0,0,22,0,0,0,0
2019-08-31T10:13:11.925632719Z,25570,6624064030,3526466208,64307816,10734591,67380285,167779825,525305509,2048222042,213867754,91176960,0,268435456,3156,0,0,22,0,0,0,0
2019-08-31T10:13:12.952425704Z,26597,6892796016,3792931444,64813875,10734591,67400814,167779825,525345375,2049895304,213894788,91082752,0,268435456,3156,0,0,22,0,0,0,0
2019-08-31T10:13:13.975562173Z,27620,7150210355,4049781027,65127682,10734591,67491311,167779825,525345375,2050055756,213894788,91082752,0,268435456,3156,0,0,22,0,0,0,0
2019-08-31T10:13:14.99894017Z,28643,7244839925,4143189157,65417194,11254500,67491311,167779825,525345375,2050137613,214224950,91107328,0,268435456,3226,0,0,23,0,0,0,0
2019-08-31T10:13:16.022204218Z,29667,7245875847,4143189157,65490578,11639999,67491311,167779825,525388096,2050532622,214364259,91107328,0,268435456,3226,0,0,23,0,0,0,0
2019-08-31T10:13:17.052384246Z,30697,7246965522,4143189157,65680837,11933906,67491311,167779825,525527681,2050922392,214440413,91107328,0,268435456,3226,0,0,23,0,0,0,0
