timeStamp,stats_time,stats_total_cpu_usage,cpu_0,cpu_1,cpu_2,cpu_3,cpu_4,cpu_5,cpu_6,cpu_7,memory_usage,memory_cache,memory_limit,rx_bytes,rx_dropped,rx_errors,rx_packets,tx_bytes,tx_dropped,tx_errors,tx_packets
2019-08-31T10:07:17.966500453Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-08-31T10:07:18.177469411Z,208,223203107,1040408,9286049,149403338,27484121,34534,20226325,10754303,4974029,10682368,0,268435456,266,0,0,3,0,0,0,0
2019-08-31T10:07:19.203961391Z,1234,462423694,28758552,44949268,155558152,28972772,34039873,43232192,10871232,116041653,23023616,0,268435456,1232,0,0,10,0,0,0,0
2019-08-31T10:07:20.235132781Z,2266,714450146,28874843,45082765,163352790,28972772,278066138,43271108,11621039,116041653,24924160,0,268435456,2050,0,0,15,0,0,0,0
2019-08-31T10:07:21.265529113Z,3296,986633068,28874843,45082765,166317645,28972772,545351884,43352506,12236374,116444279,26501120,0,268435456,2263,0,0,16,0,0,0,0
2019-08-31T10:07:22.290711752Z,4321,1238472090,28874843,45082765,166390406,28972772,796308029,43517550,12771037,116554688,26501120,0,268435456,2443,0,0,17,0,0,0,0
2019-08-31T10:07:23.31850541Z,5349,1490030681,28874843,45082765,171646487,28972772,1042119818,43517550,13235073,116581373,29827072,0,268435456,2726,0,0,19,0,0,0,0
2019-08-31T10:07:24.347628451Z,6378,1746412487,28892423,45096972,171716544,28972772,1297240901,43517550,14148237,116827088,30744576,0,268435456,2726,0,0,19,0,0,0,0
2019-08-31T10:07:25.372799314Z,7403,2012852846,28892423,45096972,171795374,28972772,1561339296,43517550,16134299,117104160,32903168,0,268435456,2726,0,0,19,0,0,0,0
2019-08-31T10:07:26.397639603Z,8428,2257723085,126439305,186241079,176726997,28972772,1561339296,43517550,17046159,117439927,40984576,0,268435456,2906,0,0,20,0,0,0,0
2019-08-31T10:07:27.427661168Z,9458,2509136982,126439305,436859295,176820025,28972772,1561339296,43517550,17526722,117662017,40984576,0,268435456,2906,0,0,20,0,0,0,0
2019-08-31T10:07:28.452352551Z,10483,2775127148,126439305,701905222,176907224,28972772,1561339296,43517550,18070662,117975117,40984576,0,268435456,2906,0,0,20,0,0,0,0
2019-08-31T10:07:29.475699594Z,11506,3030435576,126487679,837913570,295271555,28972772,1561339296,43517550,18555004,118378150,49385472,0,268435456,2906,0,0,20,0,0,0,0
2019-08-31T10:07:30.500252188Z,12531,3282325692,126487679,837913570,546306819,29054867,1561339296,43517550,18555004,119150907,49385472,0,268435456,2906,0,0,20,0,0,0,0
2019-08-31T10:07:31.52790258Z,13558,3537451578,126487679,837913570,800810074,29129033,1561339296,43517550,18555004,119699372,49385472,0,268435456,2976,0,0,21,0,0,0,0
2019-08-31T10:07:32.553670103Z,14584,3806837776,126703302,837913570,1069286623,29184512,1561339296,43517550,18621660,120271263,49606656,0,268435456,2976,0,0,21,0,0,0,0
2019-08-31T10:07:33.575400574Z,15606,4062765055,127892898,837913570,1323694810,29259157,1561339296,43517550,18876511,120271263,51728384,0,268435456,2976,0,0,21,0,0,0,0
2019-08-31T10:07:34.600938171Z,16631,4308788464,128903633,837934301,1568358448,29259157,1561427214,43517550,19091121,120297040,53968896,0,268435456,3156,0,0,22,0,0,0,0
2019-08-31T10:07:35.631646718Z,17662,4560695757,130419708,837934301,1818492320,29259157,1561503004,43517550,19168219,120401498,56209408,0,268435456,3156,0,0,22,0,0,0,0
2019-08-31T10:07:36.660122022Z,18691,4833510097,131081044,837934301,2080147856,29259157,1571781408,43517550,19387283,120401498,72835072,0,268435456,3156,0,0,22,0,0,0,0
2019-08-31T10:07:37.682107112Z,19713,5081982665,131448052,837934301,2327877587,29259157,1571894911,43517550,19649609,120401498,72835072,0,268435456,3156,0,0,22,0,0,0,0
2019-08-31T10:07:38.71200489Z,20743,5330368571,131763460,837934301,2575618875,29259157,1571970159,43517550,19864588,120440481,72835072,0,268435456,3156,0,0,22,0,0,0,0
2019-08-31T10:07:39.742577671Z,21773,5586343453,132231369,837934301,2830645212,29304398,1572083870,43517550,19864588,120762165,72835072,0,268435456,3156,0,0,22,0,0,0,0
2019-08-31T10:07:40.765435455Z,22796,5854631221,132530813,837934301,3098129847,29397895,1572133328,43517550,19864588,121122899,72835072,0,268435456,3156,0,0,22,0,0,0,0
2019-08-31T10:07:41.789936849Z,23820,6102840615,132877714,837934301,3345614628,29397895,1572217232,43517550,19864588,121416707,72835072,0,268435456,3156,0,0,22,0,0,0,0
2019-08-31T10:07:42.819120749Z,24850,6351337374,133206028,837934301,3593443849,29397895,1572265910,43517550,19864588,121707253,72835072,0,268435456,3156,0,0,22,0,0,0,0
2019-08-31T10:07:43.848922912Z,25879,6613862973,133760731,837934301,3834383509,29397895,1593131449,43517550,19864588,121872950,91185152,0,268435456,3156,0,0,22,0,0,0,0
2019-08-31T10:07:44.872148591Z,26903,6875698727,134168163,837934301,4095471505,29434607,1593219334,43517550,19864588,122088679,91066368,0,268435456,3156,0,0,22,0,0,0,0
2019-08-31T10:07:45.897770429Z,27928,7124166329,134631273,837934301,4343298315,29434607,1593271019,43517550,19864588,122214676,91066368,0,268435456,3156,0,0,22,0,0,0,0
2019-08-31T10:07:46.930961621Z,28961,7150443292,135384665,837934301,4368292354,29931348,1593303810,43517550,19864588,122214676,91095040,0,268435456,3156,0,0,22,0,0,0,0
2019-08-31T10:07:47.964118446Z,29995,7151630977,136497653,837934301,4368292354,29931348,1593378507,43517550,19864588,122214676,91095040,0,268435456,3156,0,0,22,0,0,0,0
2019-08-31T10:07:48.997849962Z,31028,7153030395,137635909,837934301,4368292354,29931348,1593423484,43517550,19864588,122430861,91095040,0,268435456,3226,0,0,23,0,0,0,0
