timeStamp,stats_time,stats_total_cpu_usage,cpu_0,cpu_1,cpu_2,cpu_3,cpu_4,cpu_5,cpu_6,cpu_7,memory_usage,memory_cache,memory_limit,rx_bytes,rx_dropped,rx_errors,rx_packets,tx_bytes,tx_dropped,tx_errors,tx_packets
2019-08-31T10:27:31.972938851Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-08-31T10:27:32.029369499Z,51,216926055,6847029,195601731,4893768,673794,1925952,631528,3382212,2970041,4198400,0,268435456,176,0,0,2,0,0,0,0
2019-08-31T10:27:33.058801006Z,1080,476945261,7307894,230353718,58981723,3292533,3130645,1495203,162168869,10214676,21139456,0,268435456,892,0,0,9,0,0,0,0
2019-08-31T10:27:34.084106649Z,2106,721436570,8255050,242693720,69210356,4154489,187219252,1495203,196140491,12268009,22777856,0,268435456,2050,0,0,15,0,0,0,0
2019-08-31T10:27:35.11225029Z,3134,968569988,15319867,242958138,69210356,4154489,426530211,1559462,196217598,12619867,24879104,0,268435456,2263,0,0,16,0,0,0,0
2019-08-31T10:27:36.141738824Z,4163,1223323339,16913061,243381347,69210356,4154489,678666231,1559462,196217598,13220795,26456064,0,268435456,2443,0,0,17,0,0,0,0
2019-08-31T10:27:37.165389777Z,5187,1497062511,24063751,244042719,69210356,4154489,944593341,1559462,196217598,13220795,29900800,0,268435456,2726,0,0,19,0,0,0,0
2019-08-31T10:27:38.190605963Z,6212,1750783635,24078855,244518353,69210356,4154489,1197823727,1559462,196217598,13220795,29851648,0,268435456,2726,0,0,19,0,0,0,0
2019-08-31T10:27:39.215639382Z,7237,2005394092,24095591,245936147,69225118,4154489,1450984892,1559462,196217598,13220795,31956992,0,268435456,2726,0,0,19,0,0,0,0
2019-08-31T10:27:40.244045335Z,8266,2260882337,30230934,247385073,69225118,4154489,1698888868,1559462,196217598,13220795,40939520,0,268435456,2906,0,0,20,0,0,0,0
2019-08-31T10:27:41.268741242Z,9290,2531178663,30465809,247693894,69225118,4154489,1968641498,1559462,196217598,13220795,40939520,0,268435456,2906,0,0,20,0,0,0,0
2019-08-31T10:27:42.292655521Z,10314,2778169504,30690513,248002661,69225118,4154489,2215098868,1559462,196217598,13220795,40939520,0,268435456,2906,0,0,20,0,0,0,0
2019-08-31T10:27:43.315403252Z,11337,3031847051,30707937,248520236,69225118,4154489,2468241416,1559462,196217598,13220795,40951808,0,268435456,2906,0,0,20,0,0,0,0
2019-08-31T10:27:44.340283598Z,12362,3282898167,39437114,248858247,69497399,4172463,2709935089,1559462,196217598,13220795,49287168,0,268435456,2906,0,0,20,0,0,0,0
2019-08-31T10:27:45.365523818Z,13387,3559864915,39474890,249330623,69497399,4172463,2986391685,1559462,196217598,13220795,49287168,0,268435456,2906,0,0,20,0,0,0,0
2019-08-31T10:27:46.391455211Z,14413,3810377235,39493487,250008297,69497399,4172463,3236207734,1559462,196217598,13220795,49467392,0,268435456,2976,0,0,21,0,0,0,0
2019-08-31T10:27:47.418738481Z,15440,4064750186,39705624,251051313,69497399,4172463,3489325532,1559462,196217598,13220795,50868224,0,268435456,2976,0,0,21,0,0,0,0
2019-08-31T10:27:48.445678744Z,16467,4327366115,39724103,253318443,69497399,4191725,3749636590,1559462,196217598,13220795,53039104,0,268435456,3156,0,0,22,0,0,0,0
2019-08-31T10:27:49.47197459Z,17493,4595622793,39756267,255209474,69497399,4191725,4015970073,1559462,196217598,13220795,55279616,0,268435456,3156,0,0,22,0,0,0,0
2019-08-31T10:27:50.496291147Z,18518,4843510453,54713560,256478156,69497399,4191725,4247631758,1559462,196217598,13220795,72798208,0,268435456,3156,0,0,22,0,0,0,0
2019-08-31T10:27:51.524260005Z,19546,5093793684,54949115,256815146,69497399,4191725,4497342444,1559462,196217598,13220795,72798208,0,268435456,3156,0,0,22,0,0,0,0
2019-08-31T10:27:52.553224811Z,20575,5361496299,55223211,257216323,69497399,4191725,4764369786,1559462,196217598,13220795,72798208,0,268435456,3156,0,0,22,0,0,0,0
2019-08-31T10:27:53.576855502Z,21598,5615176139,55461198,257572342,69497399,4206628,5017440717,1559462,196217598,13220795,72798208,0,268435456,3156,0,0,22,0,0,0,0
2019-08-31T10:27:54.601373105Z,22623,5865407039,55793427,257938289,69497399,4206628,5266973441,1559462,196217598,13220795,72798208,0,268435456,3156,0,0,22,0,0,0,0
2019-08-31T10:27:55.628199908Z,23650,6115653724,56088402,258307273,69497399,4206628,5516556167,1559462,196217598,13220795,72798208,0,268435456,3156,0,0,22,0,0,0,0
2019-08-31T10:27:56.655265451Z,24677,6386530769,56420478,258681989,69497399,4206628,5786726420,1559462,196217598,13220795,72798208,0,268435456,3156,0,0,22,0,0,0,0
2019-08-31T10:27:57.680473078Z,25702,6640219953,79702301,259282988,69497399,4206628,6016532782,1559462,196217598,13220795,91148288,0,268435456,3156,0,0,22,0,0,0,0
2019-08-31T10:27:58.708339605Z,26730,6887171854,79965654,259330895,69981550,4230727,6262665173,1559462,196217598,13220795,91037696,0,268435456,3156,0,0,22,0,0,0,0
2019-08-31T10:27:59.739562695Z,27761,7141506411,80316402,259330895,70451201,4230727,6516179331,1559462,196217598,13220795,91037696,0,268435456,3156,0,0,22,0,0,0,0
2019-08-31T10:28:00.769099169Z,28791,7332340057,80532852,259972927,70800043,4234637,6705801743,1559462,196217598,13220795,91172864,0,268435456,3156,0,0,22,0,0,0,0
2019-08-31T10:28:01.804269759Z,29826,7333884084,81269977,260346311,71233561,4234637,6705801743,1559462,196217598,13220795,91172864,0,268435456,3156,0,0,22,0,0,0,0
2019-08-31T10:28:02.837423865Z,30859,7335380415,82033272,261079347,71233561,4234637,6705801743,1559462,196217598,13220795,91172864,0,268435456,3226,0,0,23,0,0,0,0
