timeStamp,stats_time,stats_total_cpu_usage,cpu_0,cpu_1,cpu_2,cpu_3,cpu_4,cpu_5,cpu_6,cpu_7,memory_usage,memory_cache,memory_limit,rx_bytes,rx_dropped,rx_errors,rx_packets,tx_bytes,tx_dropped,tx_errors,tx_packets
2019-08-31T09:50:14.064875967Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-08-31T09:50:14.144169287Z,75,188406955,86000102,224871,21103483,51007667,1311644,5470547,1068452,22220189,7983104,0,268435456,266,0,0,3,0,0,0,0
2019-08-31T09:50:15.170905637Z,1101,442260890,115066885,99048160,49569829,51503184,50522394,46938335,7329370,22282733,21426176,0,268435456,782,0,0,8,0,0,0,0
2019-08-31T09:50:16.197687848Z,2128,682051535,125801228,217212209,124610196,81004706,50981038,47423118,10403217,24615823,25010176,0,268435456,2050,0,0,15,0,0,0,0
2019-08-31T09:50:17.222789067Z,3153,930212711,126196586,217212209,372028994,81004706,51077239,47423118,10403217,24866642,24903680,0,268435456,2050,0,0,15,0,0,0,0
2019-08-31T09:50:18.246147678Z,4177,1190801114,127372594,217461305,568071591,143680825,51077239,47423118,10403217,25311225,26476544,0,268435456,2443,0,0,17,0,0,0,0
2019-08-31T09:50:19.272380149Z,5203,1449981336,135475295,217637974,568238911,394099233,51077239,47423118,10403217,25626349,29921280,0,268435456,2513,0,0,18,0,0,0,0
2019-08-31T09:50:20.296576678Z,6227,1699267731,135675407,217637974,568403334,642728239,51077239,47423118,10403217,25919203,29921280,0,268435456,2726,0,0,19,0,0,0,0
2019-08-31T09:50:21.326089605Z,7257,1945946223,135803507,217637974,568706597,887771291,51077239,47423118,10403217,27123280,31977472,0,268435456,2726,0,0,19,0,0,0,0
2019-08-31T09:50:22.35224594Z,8283,2213442181,138741520,217637974,569007309,1150948687,51077239,47423118,10403217,28203117,40980480,0,268435456,2906,0,0,20,0,0,0,0
2019-08-31T09:50:23.37777662Z,9308,2469279583,139088316,317717668,569042830,1306050597,51077239,47423118,10403217,28476598,40960000,0,268435456,2906,0,0,20,0,0,0,0
2019-08-31T09:50:24.400948122Z,10331,2718416417,139463160,566263364,569042830,1306050597,51077239,47423118,10403217,28692892,40960000,0,268435456,2906,0,0,20,0,0,0,0
2019-08-31T09:50:25.429420137Z,11360,2966564365,149888119,731896103,569042830,1352700964,51077239,47423118,35557852,28978140,49254400,0,268435456,2906,0,0,20,0,0,0,0
2019-08-31T09:50:26.452362748Z,12383,3236824148,149917940,731896103,569082656,1621596547,51077239,47423118,36342029,29488516,49307648,0,268435456,2906,0,0,20,0,0,0,0
2019-08-31T09:50:27.475728283Z,13406,3492695613,150029513,731896103,569095192,1876972575,51077239,47423118,36415060,29786813,49307648,0,268435456,2976,0,0,21,0,0,0,0
2019-08-31T09:50:28.499527251Z,14430,3741937469,150129203,731896103,569095192,2125580529,51077239,47423118,36607369,30128716,49487872,0,268435456,2976,0,0,21,0,0,0,0
2019-08-31T09:50:29.522492729Z,15453,3991713963,150278758,731896103,569095192,2374233169,51077239,47423118,36746058,30964326,50819072,0,268435456,2976,0,0,21,0,0,0,0
2019-08-31T09:50:30.547410332Z,16478,4252660256,151356330,731896103,569106250,2633820354,51077239,47423118,37016536,30964326,53059584,0,268435456,3156,0,0,22,0,0,0,0
2019-08-31T09:50:31.572426727Z,17503,4522608452,152865196,731896103,569106250,2902259684,51077239,47423118,37016536,30964326,55812096,0,268435456,3156,0,0,22,0,0,0,0
2019-08-31T09:50:32.597763569Z,18528,4775424790,153624637,739102916,569106250,3147109768,51077239,47423118,37016536,30964326,72904704,0,268435456,3156,0,0,22,0,0,0,0
2019-08-31T09:50:33.624282304Z,19555,5031138200,154116011,739178494,569106250,3402256226,51077239,47423118,37016536,30964326,72818688,0,268435456,3156,0,0,22,0,0,0,0
2019-08-31T09:50:34.648823828Z,20579,5291182973,154322225,739493364,569106250,3661779915,51077239,47423118,37016536,30964326,72818688,0,268435456,3156,0,0,22,0,0,0,0
2019-08-31T09:50:35.67233106Z,21603,5556960396,154355444,739949977,569119209,3927054547,51077239,47423118,37016536,30964326,72818688,0,268435456,3156,0,0,22,0,0,0,0
2019-08-31T09:50:36.700152401Z,22631,5812713760,154355444,740470977,569119209,4182286911,51077239,47423118,37016536,30964326,72818688,0,268435456,3156,0,0,22,0,0,0,0
2019-08-31T09:50:37.72963879Z,23660,6058498263,154355444,740762702,569119209,4427534870,51322058,47423118,37016536,30964326,72818688,0,268435456,3156,0,0,22,0,0,0,0
