timeStamp,stats_time,stats_total_cpu_usage,cpu_0,cpu_1,cpu_2,cpu_3,cpu_4,cpu_5,cpu_6,cpu_7,memory_usage,memory_cache,memory_limit,rx_bytes,rx_dropped,rx_errors,rx_packets,tx_bytes,tx_dropped,tx_errors,tx_packets
2019-08-31T11:08:29.184389788Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-08-31T11:08:29.748263258Z,559,602999971,231167025,28502185,208293,149310524,11831169,64316593,110253198,7410984,22003712,0,2147483648,266,0,0,3,0,0,0,0
2019-08-31T11:08:30.772017646Z,1583,1368957324,989805654,34855243,342064,150078691,11831169,64380321,110253198,7410984,28164096,0,2147483648,1432,0,0,12,0,0,0,0
2019-08-31T11:08:31.795288048Z,2606,2130506408,1750677087,34884682,607019,150461948,11831169,64380321,110253198,7410984,28164096,0,2147483648,2050,0,0,15,0,0,0,0
2019-08-31T11:08:32.818734249Z,3629,2888116478,2507606972,34884682,919441,150829711,11831169,64380321,110253198,7410984,28164096,0,2147483648,2263,0,0,16,0,0,0,0
2019-08-31T11:08:33.848041364Z,4659,3638471324,2507642546,34884682,1269087,150996292,12401579,813612956,110253198,7410984,28737536,0,2147483648,2443,0,0,17,0,0,0,0
2019-08-31T11:08:34.872117436Z,5683,4405922932,2507642546,40690556,1515784,151219693,12473827,1574705865,110263677,7410984,38400000,0,2147483648,2726,0,0,19,0,0,0,0
2019-08-31T11:08:35.895133043Z,6706,5169709336,2507708632,40743161,1776218,151219693,12743756,2337843215,110263677,7410984,38346752,0,2147483648,2726,0,0,19,0,0,0,0
2019-08-31T11:08:36.91851432Z,7729,5923765955,2507999596,696643944,1897840,151357669,12930726,2435261519,110263677,7410984,38346752,0,2147483648,2726,0,0,19,0,0,0,0
2019-08-31T11:08:37.951803273Z,8762,5957126419,2508418380,719358479,10468239,152236941,12930726,2435261519,110966730,7485405,47259648,0,2147483648,2906,0,0,20,0,0,0,0
2019-08-31T11:08:38.984546736Z,9795,5958437349,2508418380,719358479,10908473,152872115,13166248,2435261519,110966730,7485405,47153152,0,2147483648,2906,0,0,20,0,0,0,0
2019-08-31T11:08:40.017046302Z,10828,5959903454,2508448255,720024538,10982369,153568390,13166248,2435261519,110966730,7485405,47153152,0,2147483648,2906,0,0,20,0,0,0,0
2019-08-31T11:08:41.050555834Z,11861,5961374249,2508448255,720697640,11055518,154292934,13166248,2435261519,110966730,7485405,47153152,0,2147483648,2906,0,0,20,0,0,0,0
2019-08-31T11:08:42.084823903Z,12895,5979324672,2508448255,721007950,27594178,154933830,13538565,2435299204,110991535,7511155,55820288,0,2147483648,2906,0,0,20,0,0,0,0
2019-08-31T11:08:43.120368141Z,13931,5980631363,2508448255,721046713,27674935,155525127,14134439,2435299204,110991535,7511155,55820288,0,2147483648,2976,0,0,21,0,0,0,0
2019-08-31T11:08:44.145330345Z,14956,5981556107,2508448255,721114900,27709572,156009554,14471932,2435299204,110991535,7511155,55820288,0,2147483648,2976,0,0,21,0,0,0,0
2019-08-31T11:08:45.177422628Z,15988,5982598094,2508448255,721114900,27761095,156135607,14935906,2435699641,110991535,7511155,55922688,0,2147483648,2976,0,0,21,0,0,0,0
2019-08-31T11:08:46.211425392Z,17022,5983877818,2508448255,721114900,27812703,156135607,15307816,2436494773,111052609,7511155,56528896,0,2147483648,3156,0,0,22,0,0,0,0
2019-08-31T11:08:47.245079121Z,18056,5986727524,2508448255,721508288,27856512,156135607,15307816,2438701663,111226893,7542490,58867712,0,2147483648,3156,0,0,22,0,0,0,0
2019-08-31T11:08:48.27882766Z,19089,5989714053,2508448255,721729822,27896166,156135607,15307816,2441165327,111488570,7542490,61538304,0,2147483648,3156,0,0,22,0,0,0,0
2019-08-31T11:08:49.307223017Z,20118,5993976027,2508448255,722338643,27954774,156135607,15307816,2444759872,111488570,7542490,63819776,0,2147483648,3156,0,0,22,0,0,0,0
2019-08-31T11:08:50.340918352Z,21151,6012275090,2508448255,722415044,44578171,156135607,15307816,2445948625,111899082,7542490,83914752,0,2147483648,3156,0,0,22,0,0,0,0
2019-08-31T11:08:51.367098867Z,22178,6013400317,2508448255,722627574,44615976,156135607,15307816,2446285816,112436783,7542490,83914752,0,2147483648,3156,0,0,22,0,0,0,0
2019-08-31T11:08:52.395340034Z,23206,6014353837,2508448255,723022133,44809634,156135607,15307816,2446285816,112781655,7562921,83914752,0,2147483648,3156,0,0,22,0,0,0,0
2019-08-31T11:08:53.427751197Z,24238,6015240345,2508448255,723408798,45170228,156135607,15307816,2446285816,112920904,7562921,83914752,0,2147483648,3156,0,0,22,0,0,0,0
2019-08-31T11:08:54.456007997Z,25267,6016437342,2508448255,723971140,45747821,156135607,15307816,2446285816,112977966,7562921,83914752,0,2147483648,3156,0,0,22,0,0,0,0
2019-08-31T11:08:55.487143498Z,26298,6017444807,2508448255,724466969,45925508,156135607,15307816,2446285816,113311915,7562921,83914752,0,2147483648,3156,0,0,22,0,0,0,0
2019-08-31T11:08:56.52101085Z,27332,6018720032,2508448255,725099803,46110128,156135607,15307816,2446285816,113769686,7562921,83914752,0,2147483648,3156,0,0,22,0,0,0,0
2019-08-31T11:08:57.552712039Z,28363,6020048426,2508448255,725707203,46618109,156135607,15307816,2446285816,113952045,7593575,83914752,0,2147483648,3156,0,0,22,0,0,0,0
2019-08-31T11:08:58.582042597Z,29393,6043147550,2508448255,726345079,68957270,156135607,15307816,2446285816,114074132,7593575,105684992,0,2147483648,3156,0,0,22,0,0,0,0
