timeStamp,stats_time,stats_total_cpu_usage,cpu_0,cpu_1,cpu_2,cpu_3,cpu_4,cpu_5,cpu_6,cpu_7,memory_usage,memory_cache,memory_limit,rx_bytes,rx_dropped,rx_errors,rx_packets,tx_bytes,tx_dropped,tx_errors,tx_packets
2019-08-31T10:17:41.467461239Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-08-31T10:17:41.495173465Z,23,222281751,197486466,1707871,18273368,1781841,452698,1076280,302755,1200472,6258688,0,268435456,266,0,0,3,0,0,0,0
2019-08-31T10:17:42.52490964Z,1052,456723135,216970045,1844718,53202093,124409471,3025009,4936695,42476440,9858664,20877312,0,268435456,782,0,0,8,0,0,0,0
2019-08-31T10:17:43.550463668Z,2078,716046232,218724802,5465754,53284579,172981393,188630978,20027761,45001590,11929375,24944640,0,268435456,2050,0,0,15,0,0,0,0
2019-08-31T10:17:44.575559749Z,3103,973553872,219253667,5465754,53284579,173075841,445156698,20027761,45360197,11929375,24907776,0,268435456,2263,0,0,16,0,0,0,0
2019-08-31T10:17:45.600966922Z,4128,1231257752,219924730,5465754,53284579,174606836,700629626,20027761,45389091,11929375,26591232,0,268435456,2443,0,0,17,0,0,0,0
2019-08-31T10:17:46.628426372Z,5156,1488542708,220293883,5515812,53284579,180882691,951219516,20027761,45389091,11929375,29806592,0,268435456,2726,0,0,19,0,0,0,0
2019-08-31T10:17:47.652027305Z,6180,1760119818,220293883,5973854,53284579,180998928,1222023003,20027761,45588435,11929375,29876224,0,268435456,2726,0,0,19,0,0,0,0
2019-08-31T10:17:48.675505553Z,7203,2015934090,220293883,8072053,53284579,181096146,1475312143,20045878,45860997,11968411,31981568,0,268435456,2726,0,0,19,0,0,0,0
2019-08-31T10:17:49.701247659Z,8229,2264394103,267957236,9942624,53284579,184387224,1670645394,20045878,45860997,12270171,40964096,0,268435456,2906,0,0,20,0,0,0,0
2019-08-31T10:17:50.728776921Z,9256,2511580784,514535264,10280426,53284579,184465115,1670734017,20045878,45860997,12374508,40964096,0,268435456,2906,0,0,20,0,0,0,0
2019-08-31T10:17:51.752144906Z,10280,2778283336,780578740,10621669,53284579,184520498,1670996467,20045878,45860997,12374508,40964096,0,268435456,2906,0,0,20,0,0,0,0
2019-08-31T10:17:52.778847842Z,11306,3033765977,1009873079,10819083,57815832,199565088,1671229601,20045878,52028263,12389153,49221632,0,268435456,2906,0,0,20,0,0,0,0
2019-08-31T10:17:53.804097207Z,12332,3284889979,1009873079,10819083,58264546,450047560,1671229601,20060714,52126244,12469152,49221632,0,268435456,2906,0,0,20,0,0,0,0
2019-08-31T10:17:54.830038245Z,13358,3535899529,1009873079,10819083,58752218,700494456,1671229601,20060714,52201226,12469152,49221632,0,268435456,2976,0,0,21,0,0,0,0
2019-08-31T10:17:55.85884035Z,14386,3811111239,1009873079,10819083,59006057,974879714,1671745737,20060714,52257703,12469152,49483776,0,268435456,2976,0,0,21,0,0,0,0
2019-08-31T10:17:56.883818947Z,15411,4059712096,1009873079,10819083,59220137,1221977446,1672945498,20060714,52346987,12469152,50733056,0,268435456,2976,0,0,21,0,0,0,0
2019-08-31T10:17:57.911012968Z,16439,4312281825,1009873079,10819083,59220137,1472260464,1675163802,20075246,52400862,12469152,52973568,0,268435456,3156,0,0,22,0,0,0,0
2019-08-31T10:17:58.938601289Z,17466,4568557823,1009873079,14910399,59220137,1722656491,1676826402,20153831,52448332,12469152,55214080,0,268435456,3156,0,0,22,0,0,0,0
2019-08-31T10:17:59.962473724Z,18490,4837388150,1009953704,271806432,59220137,1722656491,1676826402,20389620,53857315,22678049,72806400,0,268435456,3156,0,0,22,0,0,0,0
2019-08-31T10:18:00.985629638Z,19513,5085121583,1010294625,518936081,59220137,1722656491,1676826402,20605356,53857315,22725176,72732672,0,268435456,3156,0,0,22,0,0,0,0
2019-08-31T10:18:02.011776537Z,20539,5336250469,1010638641,769412753,59220137,1722656491,1676826402,20605356,53857315,23033374,72732672,0,268435456,3156,0,0,22,0,0,0,0
2019-08-31T10:18:03.042621367Z,21570,5591524869,1010980502,1023958922,59220137,1722656491,1676826402,20624603,53874946,23382866,72732672,0,268435456,3156,0,0,22,0,0,0,0
2019-08-31T10:18:04.068693356Z,22596,5856008421,1011316900,1287754624,59220137,1722656491,1676826402,20624603,53874946,23734318,72732672,0,268435456,3156,0,0,22,0,0,0,0
2019-08-31T10:18:05.092332999Z,23620,6107273576,1011696642,1538194030,59290263,1722656491,1676826402,20624603,53874946,24110199,72732672,0,268435456,3156,0,0,22,0,0,0,0
2019-08-31T10:18:06.123309944Z,24651,6355012758,1011696642,1785068491,59567695,1722656491,1676826402,20624603,54327425,24245009,72732672,0,268435456,3156,0,0,22,0,0,0,0
2019-08-31T10:18:07.15044365Z,25678,6613778804,1011696642,2020815387,59728009,1722656491,1676888231,20624603,54871174,46498267,91029504,0,268435456,3156,0,0,22,0,0,0,0
2019-08-31T10:18:08.172392948Z,26700,6871647627,1011696642,2277939344,59728009,1722656491,1677050393,20642262,55242429,46692057,91029504,0,268435456,3156,0,0,22,0,0,0,0
2019-08-31T10:18:09.198145639Z,27726,7122807298,1011696642,2528426013,59728009,1722656491,1677210392,20642262,55567764,46879725,91029504,0,268435456,3156,0,0,22,0,0,0,0
2019-08-31T10:18:10.229137179Z,28757,7252271112,1011696642,2656262925,59728009,1722656491,1677317789,20680340,56073149,47855767,91082752,0,268435456,3226,0,0,23,0,0,0,0
2019-08-31T10:18:11.262410702Z,29790,7253472580,1011696642,2656262925,59728009,1722656491,1677767968,20680340,56685495,47994710,91082752,0,268435456,3226,0,0,23,0,0,0,0
2019-08-31T10:18:12.297561098Z,30825,7254521093,1011696642,2656262925,59728009,1722656491,1678096181,20680340,57129966,48270539,91082752,0,268435456,3226,0,0,23,0,0,0,0
